ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0263817113,The Regency Collection,Paula Marshall,1999,Harlequin Mills &amp; Boon Ltd
3442447542,Momo. Ein MÃ?Â¤rchen-Roman.,Michael Ende,2002,Goldmann
0152296786,A Friend Is Someone Who Likes You,Joan Walsh Anglund,1983,Harcourt
0613279387,The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett,2000,Sagebrush Bound
0064451798,"Flash, Crash, Rumble, and Roll",Franklyn M. Branley,1999,HarperTrophy
0471044601,The Warren Buffett Way : Investment Strategies of the World's Greatest Investor,Robert G.  Hagstrom,1994,Wiley
0060579447,"Do You Love Football?: Winning with Heart, Passion, and Not Much Sleep",Jon Gruden,2003,HarperCollins
3499201445,Die Sache im Supermarkt. Eine Kriminalgeschichte. ( Ab 12 J.).,HansjÃ?Â¶rg Martin,1977,Rowohlt Tb.
076454280X,The Art of Deception : Controlling the Human Element of Security,Kevin D.  Mitnick,2003,John Wiley &amp; Sons
037550351X,The Radioactive Boy Scout : The True Story of a Boy and His Backyard Nuclear Reactor,KEN SILVERSTEIN,2004,Random House
0865714711,Creating a Life Together: Practical Tools to Grow Ecovillages and Intentional Communities,Diana Leafe Christian,2002,Consortium
1853041033,The Bluffer's Guide to Japan: Bluff Your Way in Japan (Bluffer Guides),Rob Ainsley,1988,Ravette Publishing Ltd
0743437594,"Trick-or-Trouble (Hardy Boys, The)",Franklin W. Dixon,2002,Aladdin
0590470094,"Claudia and the Perfect Boy (Baby-Sitters Club, 71)",Ann M. Martin,1994,Scholastic
0849917832,Rising To The Call,OS Guinness,2003,W Publishing Group
1561632074,"The Adventures of a Lesbian College School Girl (The Adventures of a Lesbian College School Girls , Vol 1)",Petra Waldron,1998,Amerotica
1572240504,The Chronic Pain Control Workbook: A Step-By-Step Guide for Coping With and Overcoming Pain (New Harbinger Workbooks),Ellen Mohr Catalano,1996,New Harbinger Publications
0563212861,Espana Viva: Course Book,Derek Utley,1987,BBC Consumer Publishing
0006470033,Stranger on Rhanna,Christine Marion Fraser,1993,Fontana
0590738054,Puppy (See How They Grow Series),Angela Laroyster,1991,Scholastic
3423243090,NÃ?Â¶. Roman.,Claudia Frenzel,2002,Dtv
3442131790,"Die LÃ?Â¶win von Aquitanien / Wahnsinn, der das Herz zerfriÃ?Â?t.",Tanja Kinkel,1998,Goldmann
0140299947,Descent of Man: Stories (Contemporary American Fiction),T. Coraghessan Boyle,1990,Penguin Books
0789420473,Castles: Written by Philip Wilkinson (Dk Pockets),Philip Wilkinson,1997,DK Publishing Inc
0800632818,The Justice Men Owe Women: Positive Resources from World Religions (Sacred Energies Series),John C. Raines,2001,Augsburg Fortress Publishers
0821728806,The Rogue's Bride (A Zebra Regency Romance),Paula Roland,1990,Kensington Pub Corp
0060247568,Big Max in the mystery of the missing moose (An I can read mystery),Kin Platt,1977,Harper &amp; Row
1579590071,Gardening Mad,Monty Don,1998,Pub Group West
0670880825,A life in the bush: Lessons from my father,Roy MacGregor,1999,Viking
8838906262,Carta bianca (Memoria),Carlo Lucarelli,1999,Sellerio
3788602627,"Was ist was?, Bd.22, Die Zeit",Erich Ã?Â?belacker,1990,Tessloff
0789714426,Using Microsoft Office 97,Jill T. Freeze,1997,Macmillan Computer Pub
0330393103,Saddam: The Secret Life,Con Coughlin,2003,Pan Macmillan
0449201457,At Large,Ellen Goodman,1983,Fawcett Books
0671795708,"EXTREME PREJUDICE (ALIEN NATION 7) : EXTREME PREJUDICE (Alien Nation, No 7)",L.A. Graf,1995,Pocket
0156678977,Of Other Worlds: Essays and Stories,C. S. Lewis,1975,Harcourt
0679874666,Great Expectations (Bullseye Step Into Classics),Monica Kulling,1996,Random House Children's Books
0440227623,Hate You,GRAHAM MCNAMEE,2000,Laurel Leaf
0914697382,All about trout (Complete angler's library),John Holt,1991,North American Fishing Club
0965916456,Angel of Light: A Personal Journey Through Imagination to Find the Spirit,Richard James Cook,2001,Fountain Books
342320043X,Was die WÃ¶rter erzÃ¤hlen: Eine kleine etymologische Fundgrube,Waltraud Legros,1998,Deutscher Taschenbuch Verlag
0449908844,Mary T. Reflects on the Other Side: A Compelling Vision of the Afterlife,Mary T. Browne,1994,Ballantine Books
0380820439,Innocent Graves,Peter Robinson,2004,Avon
0373093659,"Golden Firestorm (Silhouette Special Edition, No 365)",Anne Lacey,1987,Silhouette
0028627377,The Complete Idiot's Guide to Tarot and Fortune-Telling,Arlene Tognetti,1998,Alpha Books
0805005390,The Road to Bethlehem: An Ethiopian Nativity,Elizabeth Laird,1987,Granite Impex Ltd
0719557291,The Victorian Underworld,Donald Thomas,1999,Trafalgar Square
0373272677,All A Man Can Ask  (Trouble In Eden),Virginia Kantra,2003,Silhouette
0312113048,Let's Go: The Budget Guide to Italy 1995/Including Tunsia (Let's Go),Howie Axelrod,1994,St Martins Pr
0373030568,"Now And Forever (Harlequin Romance, No 3056)",Elizabeth Barnes,1990,Harlequin
0671567764,Laura,Larry Watson,2001,Washington Square Press
0515122742,Thief of Dreams,Mary Balogh,1998,Jove Books
0395727766,Strangers to the Tribe: Portraits of Interfaith Marriage,Gabrielle Glaser,1997,Houghton Mifflin Company
039440856X,Marry Me: A Romance,John Updike,1979,Alfred A. Knopf
0671466682,Queenie,Michael Korda,1985,Bookthrift Co
0609804383,Black Rubber Dress: A Sam Jones Mystery,Lauren Henderson,1999,Three Rivers Press (CA)
013195511X,Culture Theory,David Kaplan,1972,Prentice Hall
0590944843,The Berenstain Bear Scouts Scream Their Heads Off (Berenstain Bear Scouts (Paperback)),Stan Berenstain,1998,Little Apple
0879674261,Clashing Views on Controversial Political Issues,George McKenna,1983,McGraw-Hill Companies
0345373928,"Love, Remember Me",Bertrice Small,1994,Ballantine Books
0553231677,Everything You Always Wanted to Know About Sex but Were Afraid to Ask,David Reuben,1982,Bantam Books
0060965835,With Love from Hell: A Postcard Book,Matt Groening,1991,Harpercollins
0310236355,This We Believe,John N. Akers,2000,Zondervan Publishing Company
075923843X,Valley of the Vapours (Janet Dailey Americana),Janet Dailey,1999,eReads.com
0789302411,Romeo and Juliet : The Love Story in Dance,Nancy Ellison,1998,Universe Publishing
3499139286,Das Faxenbuch (Neue Frau),Milena Moser,1996,Rowohlt
0877700885,The Mining Advance into the Inland Empire,William Joseph Trimble,1986,Glen Adams
0295971436,"Land Use, Environment, and Social Change: The Shaping of Island County, Washington",Richard White,1992,University of Washington Press
0873491505,"Rifles of the World: The Definitive Illustrated Guide to the World's Centre-Fire Rifles, from 1875 to the Present Day",John Walter,1993,Krause Pubns Inc
0262540835,Darwinism Evolving: Systems Dynamics and the Genealogy of Natural Selection,David J. Depew,1996,Bradford Books
0393316130,"The Ethics of Psychoanalysis 1959-1960 (Seminar of Jacques Lacan (Paper), Bk 7)",Jacques Lacan,1997,W. W. Norton &amp; Company
0440211514,Grootka,Jon A. Jackson,1992,Dell
091714323X,A Deeper Shade of Grace,Bernadette Keaggy,1993,Chordant Distribution
0764220349,"Close Quarters (High Hurdles, No 6)",Lauraine Snelling,1998,Bethany House Publishers
0316293504,"Biochemistry (The Little, Brown medical review series)",Paul Jay Friedman,1977,"Little, Brown"
0070650284,Physics,Paul E. Tippens,1991,Glencoe/Macmillan McGraw Hill
0825615488,Story of Alanis Morissette,Kalen Rogers,1996,Omnibus Press
0835607100,Mandala: Luminous Symbols for Healing,Judith Cornell,1995,Quest Books (IL)
0684848228,"The COLOR CODE: A NEW WAY TO SEE YOURSELF, YOUR RELATIONSHIPS, AND LIFE",Taylor Hartman,1999,Scribner
0785267115,Maximum Fat Loss You DonÂ¿t Have A Weight Problem! ItÂ¿s Much Simpler Than That,Ted Broer,2001,Nelson Books
0195069862,"Cost of Competence: Why Inequality Causes Depression, Eating Disorders, and Illness in Women",Brett Silverstein,1995,Oxford University Press
0552995045,Lila an Inquiry Into Morals,Robert M Pirsig,0,Bantam Doubleday Dell
0380714981,"Patricia Wells' Trattoria: Healthy, Simple, Robust Fare Inspired by the Small Family Resturants of Italy",Patricia Wells,1995,Cookbooks
0394879996,Lily Goes to the Playground (Great Big Board Books),Jill Krementz,1986,Random House Childrens Books
0307175103,The Ghost's Dinner,Jacques Duquennoy,1994,Golden Books
030711516X,Hansel and Gretel (Little Look-Look),Rita Balducci,1991,Golden Books
0310485304,The Silence of Adam: Becoming Men of Courage in a World of Chaos,"Larry, Dr. Crabb",1995,Zondervan
0805070605,The Saturdays,Elizabeth Enright,2002,Henry Holt and Co. (BYR)
0140239510,Colleges That Change Lives: 40 Schools You Should Know About Even If You're Not a Straight-A Student,Loren Pope,1996,Penguin Books
0064431983,Annie Bananie,Leah Komaiko,1989,HarperTrophy
0590769634,Who's Hiding (Science Emergent Readers),Susan Canizares,1998,Scholastic
0060273984,Little Bear Treasury,Else Holmelund Minarik,2003,Harpercollins Publisher
0689855907,The Littlest Leprechaun,Justine Korman Fontes,2003,Little Simon
019282645X,The Bertrams (The World's Classics),Anthony Trollope,1991,Oxford University Press
3596803519,ZAP 01. Die geheimnisvolle Villa. Der interaktive Krimi zum Mitraten.,Gerit Kopietz,2001,"Fischer (Tb.), Frankfurt"
0393314537,Walking the Dog: And Other Stories,Bernard MacLaverty,1996,W. W. Norton &amp; Company
0060926112,Howl,Allen Ginsberg,1995,Perennial
0764316133,"Kids Dicor: Interior Inspirations, Infants Through Teens (Schiffer Design Book)",Tina Skinner,2002,"Schiffer Publishing, Ltd."
0091825369,The Little Book of Kids' Talk,Nanette Newman,1999,Ebury Press
0152126759,Brunus and the New Bear,Ellen Stoll Walsh,1993,Harcourt
0713441143,From Beginner to Expert in 40 Lessons: A Tried and Tested Way to Improve Your Chess,Aleksander Kostyev,2002,B.T. Batsford
038527954X,Ellery Queen's Prime Crimes,Ellery Queen,1984,Dell Publishing Company
0060165766,Timelock: How Life Got So Hectic and What You Can Do About It,Ralph Keyes,1991,Harpercollins
0002115328,Mother Teresa: Her people and her work,Desmond Doig,1976,Collins
8423918416,PoesÃ­as completas (ColecciÃ³n Austral),Luis de LeÃ³n,1988,Espasa Calpe
0373520476,One - Week Baby (For Better...For Worse...For A Week!) (Yours Truly),Hayley Gardner,1997,Silhouette
0786863307,Christian Mysticism (Mystic Library),Manuela Dunn Mascetti,1998,Hyperion Books
006107005X,Little House in the Big Woods,Laura Ingalls Wilder,1990,HarperCollins Publishers
0553240889,Wagon West #04: Oregon (Wagons West),Dana Fuller Ross,1983,Bantam Books
0553492640,"Killer Party (Sweet Valley University Thriller Edition, No 16)",FRANCINE PASCAL,1999,Sweet Valley
0786881410,Four Rooms: Four Friends Telling Four Stories Making One Film,Allison Anders,1995,Hyperion Books
0449206084,Touch Not the Cat,Mary Stewart,1993,Fawcett Books
0446340871,Wasp Factory,Iain Banks,1986,Warner Books
0516016210,Elephants (New True Book),Elsa Z. Posell,1982,Scholastic Library Pub
0312096704,"Envisioning America: English Plans for the Colonization of North America, 1580-1640 (Bedford Book in History and Culture)",Peter C. Mancall,1995,Bedford/St. Martin's
0425149374,Rosemary Remembered: A China Bayles Mystery,Susan Wittig Albert,1995,Berkley Pub Group
0441798179,Target,Janet Morris,1989,Ace Books
0967684749,Channel Zero,Brian Wood,2000,AIT-Planet Lar
0529069474,Vine's Amplified Expository Dictionary of New Testament Words,W.E. Vine,1990,World Pub
0876056451,How to Massage Your Dog,Jane  Buckle,1995,Howell Book House
1572592079,Psychology,David G. Myers,1999,W H Freeman &amp; Co
0028637763,"Frommer's 2001 Caribbean Cruises and Ports of Call (Frommer's Caribbean Cruises and Ports of Call, 2001)",Heidi Sarna,2000,Frommer's
0553487124,"Lucky Thirteen (Replica, No 11)",MARILYN KAYE,2000,Skylark
0553487442,"Happy Birthday, Dear Amy (Replica No. 16)",Marilyn Kaye,2001,Skylark Books
0553487140,The Substitute (Replica No. 13),MARILYN KAYE,2000,Skylark
1594480214,The Misadventures of Maria O'Mara,Deborah Skelly,2004,Riverhead Books
0786003820,Some Like It Hotter,Deb Stover,1997,Pinnacle Books
0451400771,Yesterday's Roses,Lynda Trent,1988,New Amer Library (Mm)
0821754394,Veteran's Day,George Ann Jannson,1996,Kensington Publishing Corporation
0738207411,We've Got Blog: How Weblogs Are Changing Our Culture,Editors of Perseus Publishing,2002,Perseus Books Group
158240223X,Powers: Who Killed Retro Girl?,Brian Michael Bendis,2001,Image Comics
0071388583,"Unbelievably Good Deals &amp; Great Adventures That You Absolutely Can't Get Unless You're Over 50, 2002-2003",Joan Rattner Heilman,2002,McGraw-Hill/Contemporary Books
0345405331,Life of Elizabeth I,Alison Weir,1998,Ballantine Books
0394562690,The Seven Lady Godivas: The True Facts Concerning History's Barest Family,Dr. Seuss,1987,Random House Inc
0060563524,My French Kitchen : A Book of 120 Treasured Recipes,Joanne Harris,2003,Morrow Cookbooks
0688002315,Alone:,Bruce. Gilmour,1973,William Morrow
207036898X,A Rebours,Huysmans,1973,Gallimard
1881616169,Promotional Copy,Robin Kahn,1994,Creative Time
0749706244,Bye Bye Baby: a Sad Story with a Happy Ending,Allan Ahlberg,1991,Egmont Childrens Books
0743243102,The Get with the Program! Guide to Good Eating: Great Food for Good Health,Bob Greene,2003,Simon &amp; Schuster
0062700367,Asimov's Chronology of the World,Isaac Asimov,1991,HarperResource
034542347X,"The Path of the Mother : With the Divine Guidance of the Holy Mother, Ammachi",Savitri L. Bess,2000,Wellspring/Ballantine
0385312504,"Rock She Wrote: Women Write About Rock, Pop and Rap",Evelyn McDonnell,1995,Bantam Dell Pub Group
0750029943,Antony and Cleopatra (The Shakespeare Collection),William Shakespeare,2000,Hodder Wayland
1858817102,Spiritfeather (Dreamtime Book 3),Colin Greenland,2002,Trafalgar Square Books
0312957963,The Rotary Club Murder Mystery,Graham Landrum,1996,St. Martin's Press
0786707488,The Mammoth Book of Private Lives: The Emotional &amp; Domestic Worlds of the Famous Through Their Letters,Jon E. Lewis,2000,Carroll &amp; Graf Publishers
0316923265,"Beautiful Swimmers: Watermen, Crabs and the Chesapeake Bay",William W. Warner,1976,Little Brown &amp; Co
0534528252,The Place of Mind,Brian Cooney,1999,Wadsworth Publishing
0140089357,Digging Up the Mountains (King Penguin S.),Neil Bissoondath,1988,Penguin USA
0764220497,Contemplating the Cross: A Pilgrimage of Prayer,Tricia McCary Rhodes,1998,Bethany House Publishers
0671676105,TROOPER DOWN,Marie Bartlett,1990,Pocket
2266122258,Le Vent des Khazars,Marek Halter,2003,Pocket
0060912189,"Science Fare: An Illustrated and Catalog of Toys, Books, and Activities for Kids",Wendy Saul,1986,Harpercollins Childrens Books
0963662015,Where Miracles Happen: True Stories of Heavenly Encounters,Joan Wester Anderson,1994,Brett Books
0873985656,Mystery Stories from Animal Land,Hugh F. Pyle,1991,Sword of the Lord
0312326068,The Gift of Jazzy,Cindy Adams,2004,Griffin Trade Paperback
0809248107,No More Tantrums...and Other Good News/a Parent's Guide to Taming Your Toddler and Keeping Your Co  Ol,Diane Mason,1987,McGraw-Hill
0395593670,American Stories,Calvin Trillin,1991,Houghton Mifflin
0140033114,The Rivals of Sherlock Holmes: Early Detective Stories,"Hugh, Sir, Comp. Greene",1972,Penguin USA
0786012412,Blood Ties,Karen E. Taylor,1995,Pinnacle Books
0684848171,MAKING THE CORPS,Thomas E. Ricks,1998,Scribner
031285563X,Merlin's Bones,Fred Saberhagen,1995,St Martins Pr
0425087573,The Prophecies of Nostradamus: The Man Who Saw Tomorrow,Erika Cheetham,1990,Berkley Publishing Group
0863040764,Knowing How to Know : A Practical Philosophy in the Sufi Tradition,Idries Shah,2000,"Octagon Press, Limited"
3406315445,Die literarische DÃ©cadence um 1900,Wolfdietrich Rasch,1986,C.H. Beck
0441218903,Expanded Universe,Robert A. Heinlein,1985,Ace Books
0345306066,Moon of Mutiny (Science Fiction Adventure),Lester Del Rey,1982,Del Rey Books
0060190361,Scott Fitzgerald: A Biography,Jeffrey Meyers,1994,Harpercollins
0240510860,View camera technique,Leslie D Stroebel,1985,Focal Press
0020223412,The Best Short Stories: 25 Stories from America's Foremost Humorist,Ring Lardner,1993,Simon &amp; Schuster
0156999811,The Zen Koan: Its History and Use in Rinzai Zen,Isshu Miura,1984,Harvest Books
0312905173,"The Nightmares on Elm Street Parts 1, 2, 3: The Continuing Story - A Novel",Jeffrey Cooper,1987,St Martins Pr (Mm)
0380786079,Every Wish Fulfilled,Samantha James,1997,Avon
0553251228,The Christening Quest,Elizabeth Ann Scarborough,1985,Spectra Books
0399142800,The Last Great Snake Show,Tim McLaurin,1997,Putnam Pub Group
1565658809,The Vegan Sourcebook,Joanne Stepaniak,1998,McGraw Hill
0486232433,The United States Patchwork Pattern Book: 50 Quilt Blocks for 50 States from Hearth and Home Magazine,Barbara Bannister,1976,Dover Publications
0805005870,How to Win the Job You Really Want,Janice Weinberg,1989,Henry Holt &amp; Co
1567313892,"Prosperity: A Woman's Guide ; Achieving Spiritual, Financial and Emotional Abundance",Ruth Ross,2000,MJF Books
0870292749,Everyday-Courage Therapy (Elf Self Help),Linus Mundy,1996,Abbey Press
038073043X,Crime Zero : A Novel,Michael Cordy,2001,HarperTorch
0739415484,Shirt Off His Back,Parry Brown,0,Villard Books
0810394081,Historic Black Landmarks: A Traveler's Guide,George Cantor,1991,Client Distribution Services
